cluster_id,cluster_total_pagerank,total_road_travel_time,total_road_number,cluster_attractiveness,Normalized_attractiveness,variance
341,0.008199996,21,1,0.000390476,0.001740023,0
342,0,21,1,0,0,0
343,0.013910001,21,1,0.000662381,0.002951674,0
344,0,21,1,0,0,0
345,0.02007999,21,1,0.00095619,0.004260934,0
346,0.00031,74,1,4.19E-06,1.86677E-05,0
347,0,21,1,0,0,0
348,0.000479999,21,1,2.29E-05,0.000101855,0
349,0.002679999,99,1,2.71E-05,0.000120631,0
350,0,21,1,0,0,0
351,0.001009999,21,1,4.81E-05,0.00021432,0
352,0.000200001,118,1,1.69E-06,7.55283E-06,0
353,0,21,1,0,0,0
354,0.0002,15,1,1.33E-05,5.94153E-05,0
355,0.040899966,86,1,0.000475581,0.002119264,0
356,0,15,1,0,0,0
357,0.011510004,22,1,0.000523182,0.002331382,0
358,0,22,1,0,0,0
359,0.01409,20,1,0.0007045,0.003139363,0
360,0.004899999,78,1,6.28E-05,0.000279938,0
361,0,20,1,0,0,0
362,0.00298,46,1,6.48E-05,0.000288681,0
363,0.01222,26,1,0.00047,0.002094394,0
364,0.032970013,29,1,0.001136897,0.005066192,0
365,0.00025,114,1,2.19E-06,9.77226E-06,0
366,0.0002,21,1,9.52E-06,4.24396E-05,0
367,0,29,1,0,0,0
368,0.0003,37,1,8.11E-06,3.6131E-05,0
369,0.004849997,19,1,0.000255263,0.001137492,0
370,0.020950008,19,1,0.001102632,0.004913502,0
371,0,37,1,0,0,0
372,0.00263,39,1,6.74E-05,0.000300505,0
373,0.001579999,53,1,2.98E-05,0.000132844,0
374,0.0002,39,1,5.13E-06,2.28521E-05,0
375,0,48,1,0,0,0
376,0,53,1,0,0,0
377,0.002750002,68,1,4.04E-05,0.000180212,0
378,0.001249999,46,1,2.72E-05,0.000121091,0
379,0.0002,89,1,2.25E-06,1.00138E-05,0
380,0.00068,122,1,5.57E-06,2.48376E-05,0
381,0.0002,51,1,3.92E-06,1.74751E-05,0
382,0,68,1,0,0,0
383,0.052430009,79,1,0.000663671,0.002957423,0
384,0.005590005,15,1,0.000372667,0.001660663,0
385,0.016119998,29,1,0.000555862,0.002477009,0
386,0.14159999,35,1,0.004045714,0.01802834,0
387,0.01959,15,1,0.001306,0.005819742,0
388,0.020210013,29,1,0.000696897,0.003105483,0
389,0.006989994,22,1,0.000317727,0.001415842,0
390,0.013969995,15,1,0.000931333,0.004150167,0
391,0.007669992,33,1,0.000232424,0.001035718,0
392,0.0013,13,1,1.00E-04,0.000445616,0
393,0.0002,11,1,1.82E-05,8.1021E-05,0
394,0.00484,25,1,0.0001936,0.000862712,0
395,0.080140008,24,1,0.003339167,0.014879855,0
396,0.016459994,29,1,0.000567586,0.002529253,0
397,0.001410001,26,1,5.42E-05,0.000241661,0
398,0.002489991,21,1,0.000118571,0.000528371,0
399,0.028469994,21,1,0.001355714,0.006041275,0
400,0.145510018,38,1,0.003829211,0.017063568,0
401,0.147870009,27,1,0.005476667,0.024404892,0
402,0.003470006,34,1,0.000102059,0.000454791,0
403,0.064410002,62,1,0.001038871,0.004629373,0
404,0.012610016,32,1,0.000394063,0.001756007,0
405,0.10395999,54,1,0.001925185,0.008578928,0
406,0.101590016,32,1,0.003174688,0.014146911,0
407,0.010150002,27,1,0.000375926,0.001675186,0
408,0.135799992,19,1,0.007147368,0.0318498,0
409,0.004070005,29,1,0.000140345,0.000625399,0
410,0.002580001,27,1,9.56E-05,0.000425811,0
411,0.0002,24,1,8.33E-06,3.71346E-05,0
412,0.253630016,32,1,0.007925938,0.03531923,0
413,0.043719996,12,1,0.003643333,0.016235267,0
414,0.159910004,41,1,0.003900244,0.017380103,0
415,0.027539996,22,1,0.001251818,0.005578299,0
416,0.017289996,12,1,0.001440833,0.006420579,0
417,0.48986,50,1,0.0097972,0.043657869,0
418,0.060090008,19,1,0.003162632,0.014093187,0
419,0.195990003,27,1,0.007258889,0.032346755,0
420,0.0002,32,1,6.25E-06,2.7851E-05,0
421,0.00949998,42,1,0.00022619,0.001007938,0
422,0.111030013,83,1,0.001337711,0.005961051,0
423,0.00708,32,1,0.00022125,0.000985925,0
424,0,16,1,0,0,0
425,0.003229996,22,1,0.000146818,0.000654244,0
426,0,6,1,0,0,0
427,0.000310001,29,1,1.07E-05,4.7635E-05,0
428,0,12,1,0,0,0
429,0.001340001,30,1,4.47E-05,0.000199042,0
430,0.011649981,51,1,0.000228431,0.001017925,0
431,0.00057,77,1,7.40E-06,3.29872E-05,0
432,0.023699988,52,1,0.000455769,0.002030979,0
433,0,6,1,0,0,0
434,0.03242002,85,1,0.000381412,0.001699632,0
435,0.172869981,41,1,0.004216341,0.018788681,0
436,0.34479999,27,1,0.01277037,0.056906784,0
437,0.264929952,112,1,0.002365446,0.010540801,0
438,0.353489994,27,1,0.013092222,0.058341007,0
439,0.277519968,99,1,0.002803232,0.012491644,0
440,0.351949995,27,1,0.013035185,0.058086841,0
441,0.177589962,99,1,0.001793838,0.007993625,0
442,0.322390012,28,1,0.011513929,0.051307884,0
443,0.129709998,27,1,0.004804074,0.021407712,0
444,0.080859994,101,1,0.000800594,0.003567573,0
445,0.097090016,97,1,0.001000928,0.004460293,0
446,0.28944,27,1,0.01072,0.047770011,0
447,0.026730032,82,1,0.000325976,0.0014526,0
448,0.015899994,22,1,0.000722727,0.003220586,0
449,0.426109992,28,1,0.015218214,0.067814763,0
450,0.063870016,32,1,0.001995938,0.008894215,0
451,0.048890016,32,1,0.001527813,0.006808176,0
452,0.000320001,28,1,1.14E-05,5.09276E-05,0
453,0.003430008,24,1,0.000142917,0.000636861,0
454,0.035149996,28,1,0.001255357,0.005594069,0
455,0.116380008,24,1,0.004849167,0.021608653,0
456,0.427760005,29,1,0.014750345,0.065729865,0
457,0.127640016,112,1,0.001139643,0.005078429,0
458,0.34408,32,1,0.0107525,0.047914837,0
459,0.31766,100,1,0.0031766,0.014155431,0
460,0.193109994,99,1,0.001950606,0.008692208,0
461,0.272900005,29,1,0.009410345,0.041933982,0
462,0.360850013,31,1,0.011640323,0.051871116,0
463,0.180169966,122,1,0.001476803,0.006580867,0
464,0.903609999,97,1,0.009315567,0.041511636,0
465,0.381180002,29,1,0.013144138,0.058572353,0
466,0.0002,44,1,4.55E-06,2.02552E-05,0
467,0,9,1,0,0,0
468,0.00331,62,1,5.34E-05,0.000237901,0
469,0,77,1,0,0,0
470,0,29,1,0,0,0
471,0,56,1,0,0,0
472,0,13,1,0,0,0
473,0.0002,35,1,5.71E-06,2.54638E-05,0
474,0.0002,77,1,2.60E-06,1.15744E-05,0
475,0.004,50,1,0.00008,0.000356493,0
476,0.002619999,46,1,5.70E-05,0.000253807,0
477,0.00261,75,1,0.0000348,0.000155074,0
478,0,98,1,0,0,0
479,0.005759991,47,1,0.000122553,0.000546116,0
480,0.0002,46,1,4.35E-06,1.93746E-05,0
481,0,118,1,0,0,0
482,0.00151,272,1,5.55E-06,2.47382E-05,0
483,0.0002,40,1,5.00E-06,2.22808E-05,0
484,0.0002,298,1,6.71E-07,2.99071E-06,0
485,0.001300003,76,1,1.71E-05,7.62239E-05,0
486,0,29,1,0,0,0
487,0,151,1,0,0,0
488,0.02412,20,1,0.001206,0.005374126,0
489,0.016410005,31,1,0.000529355,0.002358889,0
490,0.0002,97,1,2.06E-06,9.18797E-06,0
491,0.00129,50,1,2.58E-05,0.000114969,0
492,0.0002,56,1,3.57E-06,1.59149E-05,0
493,0.0002,30,1,6.67E-06,2.97077E-05,0
494,0.004159999,56,1,7.43E-05,0.000331029,0
495,0,28,1,0,0,0
496,0.0002,28,1,7.14E-06,3.18297E-05,0
497,0.0002,77,1,2.60E-06,1.15744E-05,0
498,0.20019,24,1,0.00834125,0.037169926,0
499,0.199559997,91,1,0.002192967,0.009772207,0
500,0.144269993,37,1,0.003899189,0.017375401,0
501,0.0002,29,1,6.90E-06,3.07321E-05,0
502,0.0002,29,1,6.90E-06,3.07321E-05,0
503,0.0002,23,1,8.70E-06,3.87492E-05,0
504,0.0002,79,1,2.53E-06,1.12814E-05,0
505,0,16,1,0,0,0
506,0.0002,32,1,6.25E-06,2.7851E-05,0
507,0.00029,44,1,6.59E-06,2.93701E-05,0
508,0.0002,57,1,3.51E-06,1.56356E-05,0
509,0.02298,30,1,0.000766,0.003413417,0
510,0.00088,12,1,7.33E-05,0.000326785,0
511,0.0002,50,1,0.000004,1.78246E-05,0
512,0.0002,64,1,3.13E-06,1.39255E-05,0
513,0.0002,50,1,0.000004,1.78246E-05,0
514,0.287199992,29,1,0.009903448,0.044131327,0
515,0.520559991,63,1,0.008262857,0.036820595,0
516,0.123900012,51,1,0.002429412,0.010825843,0
517,0.100190016,32,1,0.003130938,0.013951954,0
518,0.553199998,29,1,0.019075862,0.085005051,0
519,0.28115,100,1,0.0028115,0.012528488,0
520,0.276450011,29,1,0.009532759,0.042479478,0
521,0.29531997,99,1,0.00298303,0.013292852,0
522,0.405879998,29,1,0.013995862,0.062367769,0
523,0.079119966,101,1,0.000783366,0.003490802,0
524,0.067089988,28,1,0.002396071,0.01067727,0
525,0.026450028,99,1,0.000267172,0.001190561,0
526,0.121650012,99,1,0.001228788,0.005475673,0
527,0.354479992,29,1,0.012223448,0.054469613,0
528,0.49302001,29,1,0.01700069,0.075757757,0
529,0.029980032,96,1,0.000312292,0.001391622,0
530,0.00039,24,1,0.00001625,7.24126E-05,0
531,0,7,1,0,0,0
532,0.000310001,23,1,1.35E-05,6.00614E-05,0
533,0,21,1,0,0,0
534,0,112,1,0,0,0
535,0.008490006,42,1,0.000202143,0.000900781,0
536,0,3,1,0,0,0
537,0,9,1,0,0,0
538,0,7,1,0,0,0
539,0.0018,21,1,8.57E-05,0.000381956,0
540,0,21,1,0,0,0
541,0,21,1,0,0,0
542,0.0002,21,1,9.52E-06,4.24396E-05,0
543,0.0002,141,1,1.42E-06,6.32079E-06,0
544,0,21,1,0,0,0
545,0,132,1,0,0,0
546,0.0002,23,1,8.70E-06,3.87492E-05,0
547,0.0002,28,1,7.14E-06,3.18297E-05,0
548,0,23,1,0,0,0
549,0,56,1,0,0,0
550,0.0002,27,1,7.41E-06,3.30086E-05,0
551,0.002,47,1,4.26E-05,0.000189624,0
552,0.0002,43,1,4.65E-06,2.07263E-05,0
553,0.0002,44,1,4.55E-06,2.02552E-05,0
554,0.0002,56,1,3.57E-06,1.59149E-05,0
555,0,47,1,0,0,0
556,0.0002,43,1,4.65E-06,2.07263E-05,0
557,0,44,1,0,0,0
558,0.001249998,47,1,2.66E-05,0.000118515,0
559,0.0002,33,1,6.06E-06,2.7007E-05,0
560,0,33,1,0,0,0
561,0.0002,36,1,5.56E-06,2.47565E-05,0
562,0,47,1,0,0,0
563,0,34,1,0,0,0
564,0.0002,33,1,6.06E-06,2.7007E-05,0
565,0,44,1,0,0,0
566,0.0002,36,1,5.56E-06,2.47565E-05,0
567,0,34,1,0,0,0
568,0,8,1,0,0,0
569,0.00025,43,1,5.81E-06,2.59079E-05,0
570,0.0002,29,1,6.90E-06,3.07321E-05,0
571,0,52,1,0,0,0
572,0,29,1,0,0,0
573,0,29,1,0,0,0
574,0.000710001,29,1,2.45E-05,0.000109099,0
575,0,29,1,0,0,0
576,0.00057,30,1,0.000019,8.4667E-05,0
577,0,30,1,0,0,0
578,0.0002,55,1,3.64E-06,1.62042E-05,0
579,0.0002,48,1,4.17E-06,1.85673E-05,0
580,0,55,1,0,0,0
581,0.0002,21,1,9.52E-06,4.24396E-05,0
582,0,5,1,0,0,0
583,0.417159993,23,1,0.018137391,0.080823076,0
